Metabolite	Method	Posthoc	statistic	ANOVA_p.value	ANOVA_padj	Clone1	Clone2	pvalue_posthoc
0.888/111.00922	ANOVA	NA	2.117085773312262	0.176317655068173	1	AC9.2	E30	1
0.888/111.00922	ANOVA	NA	2.117085773312262	0.176317655068173	1	AC9.3	E30	1
0.888/111.00922	ANOVA	NA	2.117085773312262	0.176317655068173	1	AC9.1	AC9.3	1
0.888/111.00922	ANOVA	NA	2.117085773312262	0.176317655068173	1	AC9.2	AC9.3	1
0.888/111.00922	ANOVA	NA	2.117085773312262	0.176317655068173	1	AC9.1	AC9.2	1
0.554/111.94586	ANOVA	Tukey's test	5.401516100934416	0.02517137043223142	1	AC9.2	AC9.1	1
0.554/111.94586	ANOVA	Tukey's test	5.401516100934416	0.02517137043223142	1	AC9.3	AC9.1	0.13891877097135305
0.554/111.94586	ANOVA	Tukey's test	5.401516100934416	0.02517137043223142	1	AC9.3	AC9.2	0.13891877097135305
0.554/111.94586	ANOVA	Tukey's test	5.401516100934416	0.02517137043223142	1	E30	AC9.1	0.07145750451582367
0.554/111.94586	ANOVA	Tukey's test	5.401516100934416	0.02517137043223142	1	E30	AC9.2	0.07776051399462032
0.554/111.94586	ANOVA	Tukey's test	5.401516100934416	0.02517137043223142	1	E30	AC9.3	1
0.460/111.94687	ANOVA	Tukey's test	15.175570801366561	0.0011520873084492698	1	AC9.2	AC9.1	0.434287583522582
0.460/111.94687	ANOVA	Tukey's test	15.175570801366561	0.0011520873084492698	1	AC9.3	AC9.1	0.003346908480431692
0.460/111.94687	ANOVA	Tukey's test	15.175570801366561	0.0011520873084492698	1	AC9.3	AC9.2	0.0015678123891938425
0.460/111.94687	ANOVA	Tukey's test	15.175570801366561	0.0011520873084492698	1	E30	AC9.1	0.1753509305786185
0.460/111.94687	ANOVA	Tukey's test	15.175570801366561	0.0011520873084492698	1	E30	AC9.2	0.07310901642923441
0.460/111.94687	ANOVA	Tukey's test	15.175570801366561	0.0011520873084492698	1	E30	AC9.3	0.03606644157706682
0.554/113.03593	ANOVA	NA	1.515980647919188	0.2831182796936209	1	AC9.1	E30	1
0.554/113.03593	ANOVA	NA	1.515980647919188	0.2831182796936209	1	AC9.2	E30	1
0.554/113.03593	ANOVA	NA	1.515980647919188	0.2831182796936209	1	AC9.3	E30	1
0.554/113.03593	ANOVA	NA	1.515980647919188	0.2831182796936209	1	AC9.1	AC9.3	1
0.554/113.03593	ANOVA	NA	1.515980647919188	0.2831182796936209	1	AC9.2	AC9.3	1
0.554/113.03593	ANOVA	NA	1.515980647919188	0.2831182796936209	1	AC9.1	AC9.2	1
0.567/114.05587	ANOVA	Tukey's test	5.480006878030777	0.024257525155928668	1	AC9.2	AC9.1	0.04967290950760467
0.567/114.05587	ANOVA	Tukey's test	5.480006878030777	0.024257525155928668	1	AC9.3	AC9.1	0.7820195969913017
0.567/114.05587	ANOVA	Tukey's test	5.480006878030777	0.024257525155928668	1	AC9.3	AC9.2	0.09020440427913813
0.567/114.05587	ANOVA	Tukey's test	5.480006878030777	0.024257525155928668	1	E30	AC9.1	0.1311662358403815
0.567/114.05587	ANOVA	Tukey's test	5.480006878030777	0.024257525155928668	1	E30	AC9.2	0.7820195969913017
0.567/114.05587	ANOVA	Tukey's test	5.480006878030777	0.024257525155928668	1	E30	AC9.3	0.22110262518285778
0.460/115.00332	ANOVA	Tukey's test	4.794456208931044	0.033906304195093294	1	AC9.2	AC9.1	0.1726856820434282
0.460/115.00332	ANOVA	Tukey's test	4.794456208931044	0.033906304195093294	1	AC9.3	AC9.1	0.16517587573364806
0.460/115.00332	ANOVA	Tukey's test	4.794456208931044	0.033906304195093294	1	AC9.3	AC9.2	1
0.460/115.00332	ANOVA	Tukey's test	4.794456208931044	0.033906304195093294	1	E30	AC9.1	1
0.460/115.00332	ANOVA	Tukey's test	4.794456208931044	0.033906304195093294	1	E30	AC9.2	0.10729102384432052
