"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"2.977/826.40978",0.02085,0.013086,-0.045862,-0.00072195,0.013769,-0.0064994,-0.023258,0.0028489,0.031741,-0.017122,0.00050757,0.0038706
"2.881/826.46652",-0.00038451,-0.00027473,0.018278,-6.33e-05,0.053182,-0.02582,0.018089,0.021849,0.0018363,0.020684,0.019934,0.0017599
"2.915/826.69313",-0.02058,0.0032063,0.019397,-0.014584,0.024691,0.014329,0.025356,0.01882,0.015064,0.0093547,-0.00094814,2.4345e-05
"0.865/827.24386",-0.003566,0.020464,-0.049152,0.0014308,-0.016251,-0.022855,0.080999,-0.022454,-0.016307,0.00094707,-0.037046,-0.0015953
"2.888/827.38623",-0.0037632,0.014978,0.031884,-0.010507,0.0081621,-0.027948,0.019002,0.0052838,0.027928,0.026081,4.3229e-05,-0.0010256
"2.891/827.46327",-0.01027,0.009616,0.025641,0.0018005,0.028155,-0.024691,0.022672,0.0025082,-0.01647,0.0029546,0.021574,-0.0034109
"2.895/827.61916",-0.0056062,0.020716,0.028777,0.0016267,0.017553,-0.039542,0.018215,0.0292,0.019361,0.020369,0.0051121,-0.0043396
"2.899/828.69199",-0.0025656,0.0088044,0.018256,-0.028447,-0.026017,-0.039829,-0.01797,0.047628,0.015011,0.012057,0.0065728,-0.0034418
"3.020/828.73204",-0.00051145,-0.019517,0.0020049,0.00042333,-0.0039297,0.01544,-0.0019325,-0.0043746,0.025629,-0.028432,0.0054581,0.0035581
"2.903/828.92717",-0.010007,0.023836,0.024041,-0.012863,-1.8666e-05,-0.061855,-0.0087518,0.035737,0.035328,-0.0067966,0.0023504,-0.0080945
"2.900/829.00312",-0.013955,0.018236,-0.0074557,-0.0059135,0.0018534,0.0073604,-0.029019,0.045993,-0.020899,-0.0073699,-0.04254,-0.0019195
"2.861/831.27749",0.00084862,-0.039657,-0.024358,-0.061682,0.048386,0.012146,0.036174,0.060984,-0.02258,-0.0078308,-0.045115,0.008815
"2.903/831.92497",-0.013541,0.02548,0.0059932,-9.7951e-05,0.018799,0.0036896,0.01419,-0.014801,0.0045784,-0.01986,-0.0093587,0.0022296
"2.903/832.07993",-0.014776,0.024796,0.0044477,0.0055504,0.0051236,-0.0063618,0.02003,6.5143e-05,0.012293,-0.0078932,-0.0030558,0.0023112
"2.905/832.15625",-0.0127,0.026799,-0.0055256,0.0018807,0.0065115,0.0087456,0.0055321,-0.021813,0.026481,4.0438e-05,-0.010051,-0.0051412
"2.902/832.54119",-0.011323,0.021994,-0.0071475,0.0041397,-0.0073253,0.0032553,-0.0037962,-0.013225,0.023408,0.031024,-0.0078777,0.0004404
"2.884/833.31101",-0.014368,0.017436,0.010782,-0.018691,0.043966,-0.023725,-0.035101,0.0071312,-0.0043801,0.013674,-0.0017636,0.00061253
"2.834/833.47811",-0.023284,-0.038919,0.025299,0.023533,0.0051541,0.011977,-0.026266,-0.022734,-0.0033002,-0.004126,-0.014336,0.0037799
"2.802/833.66854",-0.006263,0.0019459,-0.014042,0.0064103,-0.050768,-0.026935,0.021641,0.044007,0.01521,0.0003174,0.018291,-0.0016216
"2.895/833.70125",-0.015432,0.011064,0.021435,-0.01648,0.029203,-0.022856,-0.0081089,0.0024481,0.023804,-0.01408,-0.0050076,-0.0016837
"2.901/833.85017",-0.014172,0.022891,0.03135,-0.0098574,0.010692,0.0098746,0.0032034,-0.027682,0.021511,-0.01928,-0.003882,0.0011942
"2.891/834.53948",-0.0021483,0.022209,0.023234,-0.0035507,0.041694,-0.0076804,0.0027755,-0.0016968,0.0035223,0.000133,-0.0094447,-0.00066352
"2.895/834.61897",-0.0080558,0.018533,0.028255,-0.001018,0.022365,-0.025884,0.004758,-0.0104,0.022334,0.056862,0.020911,-0.0012701
"2.995/834.91780",-0.019841,-0.0098944,0.003861,0.02066,-0.023159,-0.0060106,-0.0097856,0.00082087,0.011148,0.027568,0.0072657,0.00019641
"2.995/835.16761",-0.018069,-0.011923,0.0057573,0.010781,-0.019443,-0.0075822,-0.0027491,-0.0064116,-0.020947,0.0066293,-0.011469,-0.0010081
"2.905/835.46673",-0.011632,0.031939,0.028486,-0.010212,0.017591,0.020803,-0.017935,-0.0098225,-0.0054105,-0.059821,-0.036576,-0.0012563
"3.322/835.53052",0.044144,0.044597,0.0084469,-0.0042521,-0.030645,0.010643,-0.00068357,-0.006203,0.022774,0.023426,-0.0033766,-0.0017665
"2.816/836.34498",-0.041869,0.012742,-0.0088592,0.00028755,-0.01033,-0.020083,-0.0018697,0.0035951,-0.007313,-0.011033,0.013574,-0.0014639
"2.802/836.92423",-0.011458,0.024733,-0.023396,-0.0096037,-0.023608,-0.019336,-0.039908,-0.036239,0.030671,-0.01832,-0.025842,0.0025062
"2.802/837.17542",-0.0084681,0.030191,-0.013998,-0.010698,-0.021207,0.011335,-0.018764,0.014058,-0.017933,0.013801,0.015088,-0.0034733
"2.909/838.38821",0.055997,-0.0022638,0.014497,-0.012657,-0.023306,-0.0029555,0.02792,0.018418,0.0071197,-0.015318,-0.010753,0.0012431
"3.201/843.48618",0.014721,-0.040017,-0.026059,0.020665,0.01792,-0.0031947,-0.005526,0.0054953,-0.0056724,0.00075307,-0.022095,-0.004347
"0.910/843.50494",-0.063558,-0.036746,-0.044732,-0.066932,-0.019074,0.031595,-0.0063633,-0.016865,0.047859,-0.0088998,0.00010929,0.0026629
"1.291/844.28840",0.025988,-0.04235,0.061231,-0.010965,0.042882,-0.029035,0.001605,-0.010874,-0.030796,0.0083887,-0.014255,-0.0091416
"2.969/847.74060",-0.029276,-0.02789,0.013637,0.0069906,0.00058519,0.030294,-0.050571,-0.023582,-0.0034064,0.0091658,0.0047349,-0.0035784
"2.803/851.17536",0.0015722,0.028035,0.0025461,-0.022931,-0.018504,-0.014569,-0.020231,-0.023215,0.023251,0.0077171,-0.024822,-0.00067817
"2.662/851.26197",0.015133,0.02452,-0.010574,-0.037742,0.011668,-7.9643e-05,0.0052224,0.03662,-0.072411,0.024246,0.0049346,-0.0030085
"2.995/852.67751",-0.022026,0.0050263,-0.012205,0.021156,-0.021122,-0.0094295,0.010619,-0.0034577,0.013022,0.012389,0.010354,-0.0011448
"2.995/852.92895",-0.012248,0.0063968,-0.0076065,0.013677,-0.030133,-0.0056707,0.0052022,-0.003064,-0.011558,0.011988,-0.0064505,3.9352e-05
"2.808/854.67958",-0.011708,0.029032,-0.0096968,-0.023036,-0.023833,-0.013288,-0.0082137,-0.012669,0.019025,0.00027237,0.0069995,-0.0026836
"3.602/854.96681",-0.055147,0.022647,0.0094827,0.029148,-0.037812,0.0067884,-0.02619,0.00056851,0.023089,0.0073096,-0.0011646,0.00096478
"3.143/855.49552",0.023343,0.053488,0.016904,0.0046964,-0.039366,0.0087227,0.0057662,-0.014293,0.02098,0.048312,-0.015734,-0.00056659
"2.869/860.38666",0.0058178,-0.031023,-0.01857,0.016762,0.015109,0.0059031,-0.017633,-0.00057903,-0.014773,0.0065935,-0.027676,-0.00069089
"2.681/861.77216",0.015909,0.019075,-0.02211,-0.030154,0.0050629,-0.030791,0.00098754,0.017937,-0.020332,0.018496,0.013808,-0.0033996
"2.719/861.87852",-0.026119,0.0088622,0.0019323,-0.0042734,0.027765,-0.0039817,-0.025604,-0.014077,0.012633,-0.0046026,-0.0028796,-0.0026602
"2.996/862.66674",-0.024844,0.0082074,-0.007539,-0.0082332,-0.029631,0.0034799,0.00089693,0.010968,0.010174,0.019091,-0.0073009,0.00086289
"2.787/863.40480",-0.044565,0.012777,0.028015,0.0020434,0.0020279,-0.03828,0.027502,-0.026113,-0.016983,0.016091,-0.044415,-0.0019151
"2.794/863.53252",-0.062846,0.0040907,0.0012165,0.009592,0.0091321,-0.046995,0.0012825,-0.022093,-0.0045794,0.024931,-0.057837,0.0005236
"2.792/863.78104",-0.057125,0.0065594,-0.0065454,0.00092754,0.017458,-0.058635,-0.0046787,-0.013616,-0.021595,-0.00053488,-0.030045,-0.0032852
"2.944/864.40940",0.044171,0.011539,0.035083,-0.004459,0.010615,0.0024875,-0.011423,0.001318,-0.014057,0.012946,-0.011911,0.0013003
"3.134/865.39698",0.039396,0.045081,0.01601,-0.012392,-0.022795,0.002529,-0.0047629,-0.010073,0.019988,0.014958,-0.015976,-0.0012776
"3.201/865.46602",0.015552,-0.042565,-0.023468,0.0093098,0.025003,0.0014342,-0.0046959,0.0017301,0.00040549,-0.0039779,-0.041904,-0.0017201
"2.783/865.65622",-0.058776,0.014225,0.0090141,-0.025128,0.011062,-0.045369,-0.0026832,-0.045186,0.002819,0.013363,-0.092318,-0.0080711
"2.784/865.77722",-0.057073,0.011961,-0.0072937,-0.027969,0.03046,-0.040402,-0.0088958,-0.00073279,-0.023728,-0.020734,0.017162,-0.0081442
"1.291/866.26455",0.024618,-0.043861,0.056078,-0.00076641,0.051529,0.0022,0.011606,-0.044207,-0.037919,-0.0073815,0.0064159,0.007136
"0.869/867.31634",-0.047211,-0.025545,-0.015109,0.065564,-0.03814,-0.05541,0.17369,0.0096301,0.050197,-0.0096484,0.0023576,0.010393
"2.752/868.41775",-0.002022,-0.033677,-0.01305,0.039565,0.0077007,0.010415,0.0035117,-0.017879,0.018996,0.013384,0.0022408,-0.0017058
"2.993/870.43543",0.0029585,-0.022616,-0.0019122,-0.0089225,-0.026337,0.023934,0.01958,-0.0041497,0.019974,-0.0075738,-0.0024611,-8.8486e-05
"3.002/871.10337",0.011025,0.024481,-0.0023029,-0.00059665,-0.028753,-0.017324,0.012807,0.0044394,0.014419,0.004265,-0.013943,-0.0034772
"3.201/881.44174",0.0095453,-0.042412,-0.025763,0.015298,0.018391,-0.0084503,0.014452,0.0090326,-0.0039237,-0.0013679,-0.049798,0.00030032
"3.007/881.47881",0.039221,-0.030069,0.010974,-0.020794,-0.053157,0.019366,-0.014435,0.011451,0.001987,-0.040184,-0.030936,0.0027353
"2.806/881.74557",-0.016798,-0.027217,0.017762,-0.0093927,-0.041386,-0.010914,0.0010167,0.011221,0.019038,-0.043995,-0.020932,-0.0017107
"3.006/882.14900",0.040397,-0.031661,0.0094099,-0.020523,-0.045648,0.022117,-0.00048899,0.018293,-0.0074738,-0.050592,-0.046468,-0.0032627
"1.294/882.23823",0.025987,-0.045295,0.061314,-0.0047569,0.048751,-0.011001,0.0071228,-0.069761,-0.0065274,0.0022687,0.015603,0.00061743
"2.785/882.45633",-0.019755,-0.0389,0.018149,-0.00092336,0.011902,0.0084392,-0.0014674,0.0098165,-0.00041967,-0.017165,0.0072498,-0.0011058
"2.901/885.91753",-0.0072838,0.019139,0.019688,0.0012964,0.0047393,-0.023427,-0.024883,-0.023136,0.033123,0.043958,0.011077,-0.0016055
"2.898/886.08547",-0.017651,0.0257,-0.0066075,0.0051578,0.02642,-0.0089132,-0.028291,-0.01459,-0.01723,-0.027279,0.014948,0.001372
"2.969/887.92921",-0.0034848,0.0025855,0.013669,0.024156,-0.021331,0.029868,-0.023966,-0.05018,0.0016104,0.0078998,-0.013646,0.0032286
"2.756/890.44150",-0.010639,-0.044009,0.024509,0.0035657,0.014593,0.0087527,-0.017384,-0.031555,-0.018719,0.0020919,-0.013468,-0.00047629
"3.223/891.17101",0.0090034,-0.010594,0.0010088,0.016309,0.023209,0.0059413,0.021291,0.027279,-0.025862,0.0043266,-0.069076,-0.0019659
"2.979/891.90596",0.018216,-0.049341,-0.029161,0.049908,0.021332,-0.019123,-0.0054905,-0.00050886,-0.013077,0.018332,-0.011331,-0.0021163
"3.020/892.27509",0.00014772,-0.021142,0.0035724,0.015745,-0.0029754,0.00076776,0.0099585,-0.0012798,0.00066904,0.0034272,-0.038832,-0.00082508
"3.110/892.40927",0.035651,0.050064,0.018379,-0.015265,-0.024817,0.012116,0.0041244,-0.0030674,0.021102,0.018725,-0.010507,0.00091574
"3.134/893.39495",0.031373,0.053486,0.018706,-0.015544,-0.024435,0.010232,0.0017769,-0.0097856,0.013759,0.027079,-0.01635,-0.00049395
"2.885/894.93050",-0.024061,-0.022233,0.0024955,0.0076157,0.024059,-0.0048444,-0.088408,0.007034,-0.0092823,0.024753,-0.0093138,-0.00092923
"2.878/895.17117",-0.0083185,0.00508,0.014348,0.00086323,0.04876,-0.032999,0.02296,-0.0078287,-0.0088573,0.065941,0.025508,-0.00043421
"2.883/895.25750",-0.0068141,0.012559,0.020019,0.0056308,0.035691,-0.024723,0.029228,0.0088259,0.0086478,-0.010315,-0.01829,0.0017644
"2.896/896.25253",-0.014286,0.0074562,0.028419,-0.0040392,0.034176,-0.034117,-0.0029556,0.037715,0.00064149,0.031287,-0.02661,-0.0032827
"2.892/896.33126",-0.0030975,0.021289,0.025522,-0.0034202,0.020735,-0.010386,0.036229,0.0035176,0.0033926,-0.01435,0.0075802,0.00028416
"2.897/896.50257",-0.0073091,0.020653,0.028029,-7.7159e-05,0.011738,-0.0077357,-0.013531,-0.012296,0.045583,-0.010839,0.0056446,0.00098389
"2.901/896.66949",-0.013955,0.025035,0.0089704,0.00019117,0.011954,-0.032771,-0.0066949,0.027116,0.035947,0.0012749,-0.010976,-0.00019747
"2.901/896.83297",-0.015366,0.014851,0.012203,0.0010309,0.017612,-0.028433,0.034905,-0.033825,0.030477,-0.0074134,0.0077412,0.0031539
"2.996/897.77000",0.012289,-0.023531,0.011168,0.031065,0.0023311,-0.002864,0.0090957,0.033142,-0.015402,0.0051706,-0.022163,-0.00027249
"2.999/898.10634",0.015956,-0.017967,0.012012,0.026284,-0.0022697,-0.0024993,-0.010157,0.019945,-0.0011188,0.012634,-0.027198,-0.0029807
"2.671/899.26534",-0.0045997,0.016601,-0.0034335,0.012231,-0.012873,-0.027254,-0.0055495,-0.016696,-0.01452,0.056457,-0.011512,0.0013151
"2.995/900.11277",-0.0041016,0.015036,-0.010335,0.018329,-0.020404,0.0039574,0.018785,-0.010419,0.00025106,0.0094901,-0.0092384,-0.0011041
"2.741/900.49513",0.03618,0.048912,0.0097472,0.0024531,-0.021581,0.0066092,0.0071007,-0.0082225,0.015064,0.036246,-0.019028,0.00016091
"2.995/900.78031",-0.0059779,0.0094415,-0.010725,0.022657,-0.013924,0.0016138,0.015295,0.00065244,0.0137,0.0035465,-0.0060949,0.00011015
"2.903/901.17064",-0.017806,0.027938,0.012932,-0.0085786,0.0036346,0.00077475,0.0045327,-0.031894,0.011773,-0.0052419,-0.031643,0.0015753
"2.902/901.25516",-0.016498,0.025049,0.010718,0.0050155,0.0014304,0.0017487,0.0085952,0.01354,-0.0012473,0.0019961,-0.023817,-0.0011436
"2.904/901.41999",-0.011733,0.027069,0.0020808,-0.00082693,-0.0031378,0.0014744,0.023424,-0.0082737,-0.0027315,0.0055654,-0.017776,4.4817e-05
"3.020/902.26337",-0.00040687,-0.0017328,-0.0038963,0.0061313,0.0014125,0.0028274,-0.018908,-0.03182,0.013266,-0.026226,0.0043643,0.00052987
"2.712/902.32792",0.042983,-0.015596,0.012409,-0.0094611,0.035471,-0.026957,-0.0065869,-0.0050968,-0.020118,0.01307,-0.020424,-0.004602
"2.881/902.50527",-0.013695,0.0078837,0.011986,-0.023935,0.037425,-0.030945,-0.008069,0.025896,0.0091532,-0.048716,-0.0046984,0.00058436
"2.885/902.66740",-0.011492,0.010898,0.027162,-0.0057552,0.021221,-0.02974,-0.0045991,0.028604,-0.010209,0.037059,0.020235,0.0031469
"2.891/902.92213",-0.0060926,0.015176,0.012718,-0.011826,0.036638,-0.020813,-0.01209,-0.00011766,0.032976,0.024444,-0.012108,0.0011926
"2.902/903.16842",-0.019268,0.025007,0.013801,-0.014142,0.019606,-0.019215,-0.033277,-0.0097025,0.019939,0.018046,-0.010622,0.0024832
"2.901/903.25269",-0.015879,0.018907,0.02244,-0.030608,0.02614,-0.00096233,-0.018844,0.0077278,0.0077291,-0.020216,-0.017521,0.0021989
"3.144/903.50081",0.034371,0.052593,0.0088256,0.017524,-0.038257,0.0026686,0.0060888,-0.016269,0.012258,0.056504,-0.021175,0.0026333
"2.895/903.92247",-0.0036949,0.01343,0.021825,-0.0029874,0.049371,-0.028189,0.0077772,-0.0019723,0.037628,0.009602,-0.016972,-0.0050242
"2.897/904.16982",-0.0082244,0.016598,0.013689,0.0012944,0.042165,-0.010716,0.0070755,0.014138,0.029664,0.0431,0.015363,-0.0010669
"2.900/904.41224",-0.01497,0.013605,0.014306,-0.00028715,0.044495,0.001703,-0.00036459,0.077281,-0.027196,0.02012,-0.0011402,-0.0013979
"2.719/904.43677",-0.0018048,-0.027824,0.029758,-0.0087538,0.028382,0.00070252,-0.01037,-0.0053739,-0.0052641,-0.008287,-0.018227,0.00012396
"2.901/904.66813",-0.011082,0.024125,0.010351,-0.0014801,0.012581,-0.016829,0.023546,-0.026156,0.0079448,-0.047828,0.042165,-0.0015179
"2.721/905.43782",0.0053969,-0.025314,0.020279,0.0061812,0.024393,-0.015515,-0.015535,-0.024338,-0.032451,-0.012899,0.034831,0.00032963
"2.800/908.47119",0.042232,-0.011474,-0.018417,-0.011342,-0.0077074,0.033444,0.0097302,-0.02508,-0.021132,-0.036035,-0.016723,0.0047209
"2.816/913.21836",-0.014699,0.0082417,-0.016387,0.033547,0.026121,0.0013802,0.016931,-0.0163,-0.02416,-0.039509,-0.017608,-0.00077835
"2.824/914.44887",0.038229,-0.040923,-0.035506,0.040826,0.026783,-0.021553,-0.0078753,-0.0068034,0.0055565,0.014974,-0.018944,-0.0030564
"2.841/916.50567",0.047961,-0.033734,-0.044553,0.037772,0.040453,-0.0327,-0.0082048,-0.011958,-0.011197,0.022067,0.00010673,0.0018832
"1.453/919.23878",-0.0027242,0.0098119,-0.0074231,0.037608,-0.0026285,0.03845,0.012163,-0.022428,0.005427,0.047474,-0.012222,-0.00011932
"2.956/920.95223",0.0067876,0.013307,-0.00561,0.016573,0.0082315,0.032045,-0.055017,-0.01986,0.027005,0.0036364,-0.038311,0.0011134
"2.918/924.21710",-0.0047548,0.015384,-0.0063251,-0.00023268,-0.046363,-0.0010321,0.024187,0.016283,0.0071533,0.015152,-0.034654,0.0021607
"2.919/924.46846",-0.008683,0.020956,-0.011118,0.012739,-0.027777,0.011934,-0.0014639,0.012815,-0.016602,0.012954,-0.0085628,0.00034498
"2.745/925.43890",-0.0063328,-0.041145,-0.020589,0.039476,0.0098851,0.013655,-0.027587,-0.0071525,-0.015764,0.014653,-0.015281,-0.0010664
"3.145/925.48115",0.03954,0.047747,0.012086,0.0054654,-0.029776,0.0062613,-0.00045925,-0.011343,0.0036169,0.043729,-0.0054723,-0.0066541
"2.787/927.00853",-0.056771,0.015739,-0.0059728,0.0061122,0.015518,-0.051607,-0.00022259,-0.013139,-0.0091987,-0.030478,-0.035406,0.0011071
"2.787/927.15017",-0.055309,0.0092513,0.015614,-0.010247,-0.0091583,-0.055757,-0.0011607,0.002935,-0.02049,0.016299,-0.040056,-0.0052857
"2.787/927.29677",-0.060518,0.0079054,0.0027829,-0.025464,0.0025607,-0.048892,0.015019,-0.028977,-0.0060538,-0.012669,-0.00066591,-0.0021902
"2.862/928.79061",0.020997,0.023573,0.0050066,-0.00098846,-0.013205,0.015204,-0.0097278,-0.0030324,0.01124,0.015334,0.0075166,0.0011202
"2.775/929.00941",-0.046307,0.013555,-0.010295,-0.0055591,0.038339,-0.065922,-0.013796,-0.022608,-0.012638,0.010185,-0.0094664,0.00078818
"2.856/929.12502",0.023863,0.020081,0.01051,-0.0064301,-0.0033427,-0.0045876,-0.02432,-0.027037,-0.0072304,-0.0076623,-0.0045487,-0.00066007
"2.776/929.14935",-0.04927,0.0048687,0.0030366,-0.018502,0.019521,-0.04664,-0.038912,-0.0074633,-0.014076,-0.018403,-0.013264,0.0014204
"2.777/929.29251",-0.043817,0.0078132,0.0023097,-0.009245,0.028724,-0.051147,-0.032549,-0.013394,0.014456,-0.018072,-0.032146,0.0033825
"2.776/929.43377",-0.040586,0.010598,-0.00091389,-0.012306,0.026978,-0.062978,-0.0068587,-0.031242,0.00062069,0.0022587,-0.024926,-0.0064719
"2.776/929.72000",-0.04481,0.015951,0.013232,-0.018799,0.027065,-0.032371,-0.051338,-0.0064106,-0.0070253,0.0081211,-0.015963,0.0052554
"3.110/930.36336",0.038224,0.048987,0.012309,-0.020514,-0.039418,0.018654,0.0042613,-0.00083548,0.013255,0.0415,-0.003468,0.0019986
"2.882/930.77990",0.018281,-0.019465,0.0092867,0.0086011,0.0050041,-0.014014,0.021186,0.04074,-0.043655,0.010203,-0.0024818,-0.0045915
"3.134/931.34821",0.030783,0.049791,0.014727,-0.025327,-0.024638,0.014996,0.014315,-0.0074862,0.0085115,0.02104,-0.015147,-0.0011462
"2.777/932.42289",0.030204,-0.021369,0.0030748,-0.032554,0.061983,0.016882,-0.0082937,0.025152,-0.068665,-0.0682,-0.046742,-0.002298
"2.960/932.79453",0.0027864,0.010305,0.0045281,0.012459,0.018626,0.038189,-0.044746,-0.014846,-0.0030271,0.011825,-0.028574,0.0018587
"2.928/932.95935",0.0013257,0.010551,0.0037091,0.035668,-0.0068531,0.022323,-0.036117,-0.0044592,0.0067823,0.018754,-0.050827,0.0038398
"2.887/933.79765",0.0051125,0.016833,0.0056173,-0.0065044,-0.024548,-0.0023044,-0.055226,-0.028225,0.0026273,0.012957,0.032598,0.001657
"0.910/937.64053",-0.020531,-0.055386,0.028411,-0.022548,0.036255,0.067353,0.11258,0.087755,-0.16085,-0.044639,-0.085924,-0.0011016
"2.860/940.45357",0.018369,0.036653,0.023406,-0.045893,-0.0069798,0.032547,0.0054602,-0.019622,-0.0077669,0.003447,-0.009101,-0.0033541
"2.918/941.97535",-0.016221,0.020682,-0.022656,0.014059,-0.025968,0.0091789,0.013024,0.01473,0.0024372,-0.0093104,0.0084575,0.004664
"2.918/942.22797",-0.015572,0.020672,-0.022341,0.0071609,-0.020031,-0.0012695,-0.004204,0.013502,-0.0031342,-0.0029275,-3.2662e-05,0.0028409
"1.497/944.71421",-0.0011573,-0.0015167,0.029906,0.01877,0.0084563,0.033952,0.052047,0.0081812,0.02357,0.00061358,0.045574,0.0034062
"2.926/944.94393",0.0033389,-0.019465,-0.014976,-0.020334,-0.033247,0.030403,0.034073,0.010449,0.012191,0.0097142,0.014156,0.001606
"3.127/946.00384",0.028456,-0.042741,-0.026881,0.052085,0.018848,-0.011762,-0.023577,0.0048243,-0.011221,0.037835,-0.019089,-0.003348
"4.173/946.17472",-0.085101,-0.0070335,-0.011742,0.044587,-0.046514,0.0087959,0.018147,0.0069222,0.0093416,0.0011152,-0.0062149,0.013714
"2.830/946.93346",0.014867,-0.036287,-0.012272,0.031049,0.0050268,0.0050541,-0.0066733,-0.017684,-0.0087645,0.020351,-0.015211,-0.003639
"2.959/949.13985",0.00037006,0.011633,0.0025873,0.01417,-0.0081756,0.025088,-0.040792,-0.0078726,-0.0051936,0.015033,-0.063159,-0.0024126
"2.960/949.30800",0.01311,0.0067854,0.0085192,-0.0040104,-0.01557,0.036054,-0.026258,0.0053429,0.027063,-0.015499,-0.024642,0.0013786
"2.841/949.78267",0.057325,0.0012481,0.029322,-0.011508,-0.029383,0.0033224,0.015251,0.018966,0.0095733,-0.027231,-0.028569,0.00033352
"2.841/950.11582",0.05511,0.0040175,0.02723,-0.0095968,-0.028233,0.016171,0.016372,0.0074025,0.011667,-0.026857,-0.025392,0.0035293
"2.841/950.45067",0.052317,0.0046317,0.03171,-0.015001,-0.026715,0.0039442,0.018776,0.024556,0.00061902,-0.033053,-0.015693,-0.0054544
"2.960/951.80573",0.016082,-0.002565,0.011312,0.0090085,0.011275,0.039033,-0.013518,0.028665,-0.048043,-0.0010385,-0.031754,0.00071669
"2.961/951.97105",0.0165,0.01136,0.0027476,0.0015065,-0.0037788,0.024029,-0.033716,-0.014252,-0.001926,0.0056142,-0.0074073,-0.00065011
"2.934/957.30476",0.023201,0.0097985,-0.0041124,0.017542,0.0030088,0.0064506,-0.0017505,0.038089,-0.013482,0.011773,0.0005881,-0.00063928
"2.930/957.47037",0.0212,0.01007,-0.005371,0.021899,-0.00054215,-0.022214,-0.011365,0.025387,0.022248,0.019493,0.002892,0.00021853
"2.917/959.73673",-0.0034672,0.01122,-0.020212,-0.017137,-0.030243,0.0053462,0.030991,0.0085092,0.012862,0.021406,-0.041454,0.00045424
"1.148/960.21973",-0.033829,-0.027823,-0.030207,-0.068108,-0.019075,-0.010801,0.022009,-0.013948,0.0021484,0.021467,0.010999,-0.0053949
"2.817/961.54812",0.055469,-0.044151,0.0051684,-0.017006,-0.033435,0.034524,0.00017419,0.019072,0.052516,-0.032877,-0.042613,0.0056292
"2.905/961.81660",-0.018188,0.0046333,-0.014597,0.0093826,-0.04221,0.022608,-0.002469,-0.0037464,0.0094726,-0.0034206,0.019353,0.0057283
"2.910/962.14895",-0.023869,0.003982,-0.015647,0.029177,-0.030166,-0.005227,0.029713,0.017142,0.00052848,-0.014692,0.010515,-0.00083029
"2.956/963.45915",0.013261,0.016874,0.0009218,0.020719,0.014208,0.027574,-0.0071235,-0.03522,0.0158,0.032037,-0.0051864,-0.0001755
"2.785/965.43507",0.042825,-0.00132,0.00053088,-0.0019583,0.042312,-0.019607,-0.0017263,0.015909,0.068836,0.03111,-0.047512,-0.0003219
"1.460/968.22199",0.01134,0.0089087,-0.0032808,0.024135,0.0066761,0.020867,-0.024618,-0.0037163,-0.0381,0.0064001,-0.038178,-0.0016763
"1.456/968.71832",0.0078889,0.013432,-0.0026952,0.015425,0.028,0.036777,-0.015228,-0.030865,0.0062638,-0.0046635,0.032897,0.0029549
"2.865/969.32135",0.0037156,-0.047973,-0.020965,-0.057422,0.037692,-0.0029082,0.04994,0.032577,-0.022725,-0.0099487,-0.034406,-0.0035911
"1.521/970.19179",0.002516,0.00026973,0.00012399,0.037813,-0.0015555,0.00090276,0.011818,-0.020934,-0.026418,0.041742,-0.0076357,-0.0045506
"2.848/971.66478",-0.0026111,-0.043673,-0.019282,-0.063098,0.04325,-0.0048923,0.057579,0.036634,-0.0042465,0.0074851,-0.032186,-0.0020232
"2.845/971.83258",-0.0039163,-0.038803,-0.023116,-0.069698,0.035689,0.019163,0.042977,0.034353,-0.0094863,-0.0037967,-0.032141,-0.00059249
"2.681/973.32635",0.019302,0.030439,-0.0088848,-0.023925,0.037021,-0.038341,-0.028653,-0.0056594,-0.017489,0.0036648,-0.033129,-0.0044993
"1.153/976.21828",-0.023018,-0.017461,-0.037094,-0.053484,-0.014889,0.0056016,0.023157,-0.016165,0.00994,0.016611,0.0025869,0.0012075
"2.877/976.28000",-0.01034,0.0064839,0.026806,-0.0088275,0.032408,-0.058081,0.03578,0.04317,0.021994,-0.022776,0.042811,0.0019904
"2.704/976.37038",-0.026598,-0.0099167,-0.026292,-0.047346,0.018355,0.011924,0.0091283,-0.0015627,0.012142,-0.011644,0.011059,0.0051648
"1.048/977.22327",0.0049483,-0.0059649,-0.0021316,0.0096818,-0.024929,0.028184,0.020376,-0.035007,-0.031215,0.0096609,0.020765,0.0011728
"2.894/977.73000",-0.0079785,0.017917,0.037021,-0.0093115,0.02123,-0.03128,-0.0052383,-0.0019264,-0.01129,0.016969,-0.050377,-0.0042047
"2.899/978.09387",-0.013831,0.016827,0.022666,0.00086426,0.03964,-0.0048804,-0.002331,0.0011313,-0.025681,0.044566,-0.015021,0.00027893
"2.673/980.28818",-0.0053921,0.017062,-0.0095428,0.0043551,-0.0065105,-0.042552,-0.023604,-0.012059,0.003915,0.02759,-0.014485,-0.0017744
"2.942/980.46334",-0.0067467,-0.013955,0.0084572,0.0065974,-0.045501,0.0069241,-0.0025208,-0.0075643,-0.0015268,0.0082959,0.025947,-0.00012167
"2.989/981.15540",0.013608,0.028631,0.0056311,-0.010256,-0.02254,-0.031699,-0.017992,-0.001959,0.03415,-0.0089961,0.012017,-0.0022519
